time_h,renewable_power_kw,baseline_electrolyzer_power_kw,optimized_electrolyzer_power_kw,hydrogen_demand_kg_h
13.95,79.30450556340472,79.30450556340472,79.30450556340472,0.875
13.966666666666667,78.97406974580024,78.97406974580024,78.97406974580024,0.875
13.983333333333333,78.64165062618488,78.64165062618488,78.64165062618488,0.875
14.0,78.30726825351272,78.30726825351272,78.30726825351272,0.875
14.016666666666666,77.97094280399276,77.97094280399276,77.97094280399276,0.875
14.033333333333333,77.63269458011008,77.63269458011008,77.63269458011008,0.875
14.049999999999999,77.29254400964255,77.29254400964255,77.29254400964255,0.875
14.066666666666666,76.95051164467286,76.95051164467286,76.95051164467286,0.875
14.083333333333334,76.60661816059549,76.60661816059549,76.60661816059549,0.875
14.1,76.26088435511974,76.26088435511974,76.26088435511974,0.875
14.116666666666667,75.9133311472676,75.9133311472676,75.9133311472676,0.875
14.133333333333333,75.56397957636793,75.56397957636793,75.56397957636793,0.875
14.15,75.21285080104573,75.21285080104573,75.21285080104573,0.875
14.166666666666666,74.8599660982079,74.8599660982079,74.8599660982079,0.875
14.183333333333334,74.50534686202417,74.50534686202417,74.50534686202417,0.875
14.2,74.1490146029048,74.1490146029048,74.1490146029048,0.875
14.216666666666667,73.79099094647376,73.79099094647376,73.79099094647376,0.875
14.233333333333333,73.43129763253866,73.43129763253866,73.43129763253866,0.875
14.25,73.06995651405653,73.06995651405653,73.06995651405653,0.875
14.266666666666666,72.70698955609647,72.70698955609647,72.70698955609647,0.875
14.283333333333333,72.34241883479827,72.34241883479827,72.34241883479827,0.875
14.299999999999999,71.9762665363286,71.9762665363286,71.9762665363286,0.875
14.316666666666666,71.6085549558325,71.6085549558325,71.6085549558325,0.875
14.333333333333334,71.23930649638348,71.23930649638348,71.23930649638348,0.875
14.35,70.86854366792912,70.86854366792912,70.86854366792912,0.875
14.366666666666667,70.49628908623433,70.49628908623433,70.49628908623433,0.875
14.383333333333333,70.12256547182206,70.12256547182206,70.12256547182206,0.875
14.4,69.74739564891078,69.74739564891078,69.74739564891078,0.875
14.416666666666666,69.37080254434983,69.37080254434983,69.37080254434983,0.875
14.433333333333334,68.99280918655185,68.99280918655185,68.99280918655185,0.875
14.45,68.61343870442363,68.61343870442363,68.61343870442363,0.875
14.466666666666667,68.23271432629352,68.23271432629352,68.23271432629352,0.875
14.483333333333333,67.85065937883832,67.85065937883832,67.85065937883832,0.875
14.5,67.4672972860066,67.4672972860066,67.4672972860066,0.875
14.516666666666666,67.0826515679415,67.0826515679415,67.0826515679415,0.875
14.533333333333333,66.69674583990087,66.69674583990087,66.69674583990087,0.875
14.549999999999999,66.30960381117653,66.30960381117653,66.30960381117653,0.875
14.566666666666666,65.92124928401142,65.92124928401142,65.92124928401142,0.875
14.583333333333334,65.53170615251612,65.53170615251612,65.53170615251612,0.875
14.6,65.14099840158364,65.14099840158364,65.14099840158364,0.875
14.616666666666667,64.74915010580334,64.74915010580334,64.74915010580334,0.875
14.633333333333333,64.35618542837413,64.35618542837413,64.35618542837413,0.875
14.65,63.96212862001674,63.96212862001674,63.96212862001674,0.875
14.666666666666666,63.567004017885274,63.567004017885274,63.567004017885274,0.875
14.683333333333334,63.17083604447862,63.17083604447862,63.17083604447862,0.875
14.7,62.77364920655114,62.77364920655114,62.77364920655114,0.875
